session_id,user_id,restaurant_id,cuisine,item_id,category,price,timestamp
28,108,15,South Indian,142,Drink,423,2025-02-27 06:49:00
28,108,15,South Indian,10,Main,108,2025-02-19 15:14:00
28,108,15,South Indian,120,Dessert,372,2025-03-10 00:55:00
28,108,15,South Indian,107,Side,101,2025-02-14 07:27:00
29,140,42,Fast Food,116,Drink,200,2025-02-17 10:50:00
29,140,42,Fast Food,6,Dessert,332,2025-01-27 16:50:00
29,140,42,Fast Food,155,Side,191,2025-01-01 02:11:00
30,64,29,North Indian,69,Dessert,250,2025-03-09 18:41:00
30,64,29,North Indian,107,Side,184,2025-02-15 04:51:00
30,64,29,North Indian,83,Drink,411,2025-01-13 06:20:00
31,200,30,Fast Food,184,Drink,390,2025-02-23 15:38:00
32,193,33,North Indian,70,Dessert,215,2025-02-20 21:46:00
33,189,41,Fast Food,112,Dessert,437,2025-01-24 15:47:00
33,189,41,Fast Food,193,Dessert,243,2025-03-04 18:00:00
33,189,41,Fast Food,61,Side,172,2025-01-18 06:13:00
33,189,41,Fast Food,19,Main,458,2025-01-24 19:18:00
34,188,15,South Indian,128,Dessert,241,2025-02-28 00:53:00
35,136,21,South Indian,42,Main,298,2025-03-10 04:38:00
36,153,28,North Indian,47,Dessert,486,2025-01-08 09:00:00
36,153,28,North Indian,162,Main,117,2025-02-24 15:30:00
36,153,28,North Indian,169,Side,305,2025-01-14 10:36:00
37,146,47,North Indian,192,Main,358,2025-02-23 03:30:00
37,146,47,North Indian,182,Main,240,2025-01-03 08:07:00
37,146,47,North Indian,145,Drink,347,2025-01-05 01:42:00
38,158,20,South Indian,43,Side,440,2025-02-25 13:01:00
38,158,20,South Indian,22,Drink,283,2025-02-15 22:57:00
38,158,20,South Indian,170,Dessert,407,2025-01-13 07:49:00
38,158,20,South Indian,55,Side,162,2025-02-24 16:22:00
39,198,13,North Indian,175,Side,266,2025-01-04 04:31:00
40,90,49,North Indian,79,Main,139,2025-01-22 07:55:00
40,90,49,North Indian,80,Dessert,230,2025-02-03 01:44:00
40,90,49,North Indian,196,Drink,152,2025-03-02 06:22:00
40,90,49,North Indian,67,Main,191,2025-01-09 15:03:00
41,124,14,North Indian,9,Dessert,463,2025-02-26 21:59:00
42,152,29,North Indian,44,Main,157,2025-01-07 09:50:00
43,131,47,Fast Food,59,Dessert,384,2025-02-15 20:00:00
43,131,47,Fast Food,84,Drink,196,2025-02-03 17:25:00
43,131,47,Fast Food,71,Dessert,202,2025-02-01 20:39:00
43,131,47,Fast Food,199,Main,304,2025-02-28 19:51:00
44,130,39,North Indian,47,Main,177,2025-02-10 03:53:00
45,114,5,North Indian,47,Dessert,390,2025-01-20 21:16:00
45,114,5,North Indian,62,Dessert,245,2025-02-02 08:53:00
45,114,5,North Indian,14,Drink,291,2025-01-16 08:49:00
45,114,5,North Indian,171,Main,384,2025-01-03 06:46:00
46,93,20,South Indian,63,Main,471,2025-01-04 12:41:00
46,93,20,South Indian,98,Main,355,2025-01-03 21:12:00
46,93,20,South Indian,54,Side,157,2025-01-23 11:59:00
46,93,20,South Indian,88,Drink,365,2025-01-26 22:25:00
47,157,40,Fast Food,45,Side,301,2025-02-13 16:10:00
48,71,5,South Indian,57,Side,347,2025-02-07 09:31:00
48,71,5,South Indian,150,Dessert,402,2025-01-22 13:24:00
48,71,5,South Indian,156,Main,170,2025-02-16 23:36:00
49,198,6,North Indian,150,Side,100,2025-03-06 00:29:00
49,198,6,North Indian,181,Dessert,447,2025-02-11 15:40:00
49,198,6,North Indian,168,Side,472,2025-01-03 13:46:00
49,198,6,North Indian,99,Drink,422,2025-01-02 15:16:00
50,86,25,South Indian,132,Main,106,2025-02-26 12:36:00
50,86,25,South Indian,149,Side,218,2025-01-24 09:18:00
50,86,25,South Indian,105,Main,114,2025-01-31 13:08:00
51,33,12,South Indian,36,Dessert,294,2025-01-19 18:14:00
52,70,21,North Indian,136,Main,367,2025-01-01 06:32:00
52,70,21,North Indian,131,Drink,384,2025-02-01 14:54:00
52,70,21,North Indian,83,Side,381,2025-02-01 05:33:00
53,186,8,North Indian,181,Main,162,2025-03-03 18:00:00
53,186,8,North Indian,8,Dessert,184,2025-02-17 13:10:00
53,186,8,North Indian,87,Main,188,2025-01-06 23:39:00
53,186,8,North Indian,33,Drink,344,2025-02-09 16:18:00
54,115,44,North Indian,114,Side,427,2025-01-17 23:45:00
54,115,44,North Indian,118,Side,391,2025-01-29 20:17:00
54,115,44,North Indian,55,Side,319,2025-02-26 00:19:00
55,15,1,Fast Food,124,Main,213,2025-02-22 09:27:00
55,15,1,Fast Food,51,Drink,201,2025-01-28 08:18:00
55,15,1,Fast Food,122,Dessert,189,2025-01-23 12:41:00
55,15,1,Fast Food,172,Main,426,2025-03-06 21:08:00
56,74,36,South Indian,154,Side,141,2025-02-16 04:18:00
56,74,36,South Indian,77,Side,223,2025-01-15 11:35:00
56,74,36,South Indian,89,Main,319,2025-01-25 05:06:00
56,74,36,South Indian,159,Main,344,2025-03-08 18:49:00
57,6,40,Fast Food,25,Main,177,2025-01-18 17:01:00
58,89,14,South Indian,163,Main,363,2025-01-06 07:34:00
59,187,10,South Indian,139,Drink,406,2025-02-03 00:16:00
59,187,10,South Indian,24,Main,134,2025-02-18 18:55:00
59,187,10,South Indian,21,Main,178,2025-01-28 05:29:00
60,7,29,South Indian,91,Side,117,2025-03-01 08:59:00
60,7,29,South Indian,190,Drink,431,2025-01-30 14:06:00
60,7,29,South Indian,184,Drink,118,2025-02-10 00:46:00
61,95,44,North Indian,174,Main,283,2025-02-02 06:53:00
62,8,49,North Indian,190,Drink,200,2025-01-24 01:36:00
62,8,49,North Indian,10,Main,467,2025-01-17 07:10:00
62,8,49,North Indian,65,Side,304,2025-02-01 01:08:00
62,8,49,North Indian,110,Dessert,472,2025-01-13 08:32:00
63,44,46,Fast Food,55,Side,360,2025-02-02 17:47:00
63,44,46,Fast Food,166,Dessert,488,2025-01-25 03:08:00
63,44,46,Fast Food,139,Dessert,473,2025-03-06 00:24:00
63,44,46,Fast Food,26,Main,240,2025-01-11 11:17:00
64,2,1,North Indian,30,Side,203,2025-02-16 10:10:00
65,92,24,North Indian,22,Drink,237,2025-02-26 11:10:00
65,92,24,North Indian,8,Dessert,353,2025-02-09 08:30:00
66,23,19,Fast Food,86,Dessert,494,2025-01-16 00:50:00
66,23,19,Fast Food,132,Dessert,177,2025-02-07 05:21:00
66,23,19,Fast Food,170,Drink,205,2025-02-27 23:26:00
67,158,29,North Indian,56,Drink,489,2025-02-17 16:56:00
67,158,29,North Indian,143,Side,143,2025-01-08 23:35:00
67,158,29,North Indian,131,Side,270,2025-02-16 08:16:00
67,158,29,North Indian,83,Main,163,2025-02-11 11:36:00
68,81,13,South Indian,195,Main,184,2025-01-21 02:45:00
68,81,13,South Indian,115,Side,108,2025-01-30 20:28:00
69,28,26,North Indian,54,Drink,148,2025-02-21 22:11:00
70,24,48,North Indian,162,Main,164,2025-01-10 10:57:00
71,133,26,South Indian,53,Drink,354,2025-02-10 02:26:00
71,133,26,South Indian,182,Side,261,2025-02-25 23:40:00
72,134,48,North Indian,96,Dessert,460,2025-01-11 15:21:00
73,69,8,South Indian,165,Dessert,289,2025-01-06 00:12:00
74,64,13,South Indian,161,Dessert,101,2025-01-30 18:02:00
74,64,13,South Indian,118,Main,139,2025-02-04 14:50:00
75,172,28,North Indian,105,Drink,495,2025-01-29 15:52:00
75,172,28,North Indian,17,Drink,399,2025-01-15 08:07:00
75,172,28,North Indian,172,Side,420,2025-02-12 13:01:00
75,172,28,North Indian,19,Dessert,266,2025-02-02 00:28:00
76,177,9,Fast Food,81,Main,316,2025-02-28 21:14:00
76,177,9,Fast Food,73,Main,424,2025-01-07 01:07:00
76,177,9,Fast Food,188,Side,462,2025-01-21 15:11:00
76,177,9,Fast Food,9,Side,469,2025-02-19 22:49:00
77,149,3,Fast Food,169,Drink,376,2025-01-16 17:59:00
78,86,34,North Indian,19,Drink,283,2025-02-08 18:19:00
78,86,34,North Indian,106,Dessert,464,2025-02-20 23:37:00
79,74,6,South Indian,61,Drink,373,2025-02-07 21:10:00
79,74,6,South Indian,127,Side,497,2025-02-22 17:12:00
79,74,6,South Indian,21,Side,302,2025-02-24 12:05:00
80,169,3,South Indian,195,Dessert,458,2025-01-10 10:19:00
81,58,11,South Indian,43,Dessert,154,2025-02-11 01:08:00
81,58,11,South Indian,68,Side,326,2025-02-01 01:00:00
82,60,34,Fast Food,159,Side,234,2025-01-03 14:56:00
82,60,34,Fast Food,37,Main,466,2025-02-27 09:15:00
82,60,34,Fast Food,170,Dessert,298,2025-01-24 13:42:00
82,60,34,Fast Food,166,Drink,180,2025-02-26 04:21:00
83,118,16,Fast Food,191,Drink,249,2025-03-08 19:05:00
84,32,47,North Indian,96,Dessert,257,2025-03-01 22:30:00
84,32,47,North Indian,61,Dessert,487,2025-01-29 23:38:00
85,56,17,South Indian,149,Side,416,2025-01-12 23:24:00
86,43,2,South Indian,161,Main,148,2025-02-27 20:45:00
87,85,26,North Indian,143,Main,193,2025-01-08 22:17:00
88,180,11,Fast Food,20,Drink,476,2025-02-24 08:27:00
89,6,38,Fast Food,147,Side,437,2025-01-20 19:22:00
89,6,38,Fast Food,128,Drink,347,2025-01-06 20:48:00
89,6,38,Fast Food,87,Main,346,2025-03-07 16:13:00
90,97,1,South Indian,154,Dessert,265,2025-02-11 20:29:00
90,97,1,South Indian,99,Dessert,173,2025-02-18 07:00:00
90,97,1,South Indian,197,Drink,186,2025-01-12 10:42:00
91,100,49,South Indian,6,Drink,339,2025-01-01 08:04:00
91,100,49,South Indian,75,Main,111,2025-02-14 16:57:00
92,1,19,South Indian,194,Side,333,2025-01-20 01:41:00
93,17,37,North Indian,26,Side,406,2025-02-18 06:02:00
93,17,37,North Indian,192,Side,101,2025-02-13 08:49:00
94,121,6,North Indian,162,Side,387,2025-02-09 23:39:00
94,121,6,North Indian,159,Drink,194,2025-02-10 02:15:00
94,121,6,North Indian,80,Drink,300,2025-02-10 11:28:00
95,89,21,Fast Food,194,Side,258,2025-01-15 01:12:00
95,89,21,Fast Food,122,Dessert,500,2025-02-10 04:32:00
96,81,10,North Indian,45,Dessert,211,2025-01-07 09:35:00
97,41,26,Fast Food,113,Main,370,2025-01-12 21:29:00
97,41,26,Fast Food,47,Side,312,2025-01-07 19:49:00
97,41,26,Fast Food,163,Dessert,232,2025-01-01 15:13:00
97,41,26,Fast Food,97,Drink,276,2025-01-13 10:43:00
98,162,15,South Indian,147,Drink,336,2025-01-30 16:03:00
99,86,22,North Indian,82,Drink,428,2025-03-04 17:13:00
99,86,22,North Indian,38,Main,148,2025-01-29 22:33:00
100,90,25,South Indian,22,Dessert,177,2025-01-31 00:08:00
100,90,25,South Indian,55,Side,159,2025-02-04 06:43:00
101,88,43,South Indian,7,Dessert,376,2025-02-12 23:34:00
101,88,43,South Indian,108,Drink,273,2025-02-20 05:16:00
101,88,43,South Indian,147,Dessert,176,2025-03-01 08:52:00
102,157,34,South Indian,169,Drink,197,2025-01-10 08:33:00
102,157,34,South Indian,7,Drink,220,2025-02-08 13:01:00
103,154,49,South Indian,138,Dessert,484,2025-02-21 19:37:00
103,154,49,South Indian,117,Drink,418,2025-01-20 00:34:00
103,154,49,South Indian,38,Main,125,2025-01-07 01:17:00
103,154,49,South Indian,120,Main,461,2025-02-21 07:02:00
104,139,34,North Indian,129,Drink,102,2025-02-15 12:42:00
104,139,34,North Indian,168,Main,320,2025-03-02 14:47:00
105,181,35,Fast Food,61,Dessert,192,2025-01-17 10:52:00
105,181,35,Fast Food,10,Main,119,2025-02-17 09:09:00
105,181,35,Fast Food,68,Main,396,2025-02-15 17:10:00
106,131,4,Fast Food,143,Main,191,2025-01-20 01:11:00
106,131,4,Fast Food,81,Main,486,2025-01-02 18:36:00
107,2,12,Fast Food,138,Dessert,330,2025-01-28 18:47:00
107,2,12,Fast Food,31,Main,310,2025-02-02 14:02:00
108,67,50,Fast Food,93,Dessert,361,2025-02-15 10:14:00
109,114,40,North Indian,117,Dessert,332,2025-01-08 04:11:00
109,114,40,North Indian,109,Side,102,2025-02-09 02:44:00
110,16,41,North Indian,66,Main,329,2025-01-13 14:34:00
110,16,41,North Indian,163,Main,204,2025-02-05 01:48:00
110,16,41,North Indian,41,Main,178,2025-02-15 13:59:00
111,13,23,North Indian,121,Dessert,178,2025-02-16 03:07:00
111,13,23,North Indian,151,Drink,204,2025-01-23 03:19:00
111,13,23,North Indian,98,Main,373,2025-02-22 21:58:00
112,67,35,South Indian,109,Dessert,238,2025-01-08 07:54:00
112,67,35,South Indian,158,Side,489,2025-02-10 07:11:00
112,67,35,South Indian,97,Side,312,2025-03-02 08:44:00
112,67,35,South Indian,135,Side,222,2025-01-17 00:27:00
113,172,35,South Indian,11,Drink,137,2025-02-21 16:02:00
113,172,35,South Indian,154,Drink,137,2025-02-19 10:14:00
113,172,35,South Indian,22,Drink,329,2025-02-27 06:44:00
114,189,3,Fast Food,27,Side,192,2025-01-26 10:54:00
115,57,5,Fast Food,96,Drink,455,2025-03-07 20:53:00
115,57,5,Fast Food,60,Side,398,2025-02-14 08:12:00
115,57,5,Fast Food,197,Drink,462,2025-02-16 23:53:00
115,57,5,Fast Food,3,Main,412,2025-02-28 00:00:00
116,130,29,North Indian,76,Drink,470,2025-02-03 19:26:00
116,130,29,North Indian,48,Dessert,156,2025-01-19 12:43:00
116,130,29,North Indian,123,Drink,198,2025-01-13 10:24:00
117,9,49,North Indian,19,Main,209,2025-02-23 11:10:00
117,9,49,North Indian,170,Side,152,2025-01-18 03:02:00
117,9,49,North Indian,194,Dessert,477,2025-01-08 09:46:00
118,41,10,North Indian,49,Main,394,2025-01-25 05:45:00
118,41,10,North Indian,128,Side,244,2025-01-16 09:10:00
119,134,9,South Indian,181,Main,372,2025-03-01 02:57:00
120,79,9,North Indian,27,Side,442,2025-02-05 21:57:00
120,79,9,North Indian,172,Side,412,2025-02-16 08:43:00
120,79,9,North Indian,108,Main,302,2025-03-04 18:36:00
120,79,9,North Indian,189,Dessert,420,2025-01-06 04:01:00
121,151,14,North Indian,113,Side,242,2025-01-26 10:49:00
121,151,14,North Indian,126,Dessert,160,2025-01-27 19:56:00
121,151,14,North Indian,169,Dessert,302,2025-01-22 19:24:00
121,151,14,North Indian,183,Dessert,262,2025-02-14 00:57:00
122,138,16,North Indian,16,Dessert,270,2025-02-09 19:17:00
123,186,17,Fast Food,51,Side,473,2025-01-06 01:00:00
124,98,9,Fast Food,5,Side,152,2025-01-16 05:14:00
124,98,9,Fast Food,83,Main,309,2025-02-15 09:20:00
125,90,34,North Indian,95,Main,410,2025-03-03 17:37:00
125,90,34,North Indian,22,Side,389,2025-01-01 22:14:00
125,90,34,North Indian,132,Dessert,206,2025-03-06 12:44:00
125,90,34,North Indian,132,Main,384,2025-02-05 00:48:00
126,197,49,South Indian,38,Side,324,2025-02-03 05:04:00
126,197,49,South Indian,111,Side,105,2025-02-03 01:34:00
126,197,49,South Indian,174,Dessert,338,2025-03-02 03:23:00
126,197,49,South Indian,9,Side,477,2025-02-23 20:42:00
127,145,17,South Indian,28,Side,223,2025-02-15 17:11:00
127,145,17,South Indian,33,Main,112,2025-01-27 07:30:00
127,145,17,South Indian,197,Dessert,163,2025-02-11 02:16:00
128,189,45,South Indian,70,Side,418,2025-01-14 14:37:00
128,189,45,South Indian,158,Main,167,2025-01-16 21:25:00
129,100,25,South Indian,20,Dessert,110,2025-02-23 09:47:00
129,100,25,South Indian,45,Dessert,403,2025-02-02 04:46:00
129,100,25,South Indian,174,Main,397,2025-03-06 05:04:00
130,56,6,Fast Food,124,Drink,223,2025-01-13 10:02:00
130,56,6,Fast Food,168,Drink,412,2025-02-09 20:41:00
130,56,6,Fast Food,118,Dessert,400,2025-02-24 22:16:00
131,182,15,North Indian,43,Dessert,220,2025-01-28 08:48:00
131,182,15,North Indian,40,Dessert,274,2025-02-15 19:15:00
131,182,15,North Indian,190,Drink,400,2025-03-08 14:30:00
131,182,15,North Indian,37,Dessert,195,2025-02-04 23:29:00
132,65,47,Fast Food,17,Side,293,2025-01-02 19:11:00
133,107,19,South Indian,164,Dessert,149,2025-02-19 11:38:00
134,104,16,Fast Food,111,Side,253,2025-01-31 01:57:00
135,89,46,South Indian,114,Side,157,2025-01-16 01:39:00
135,89,46,South Indian,109,Side,237,2025-02-03 21:32:00
135,89,46,South Indian,147,Drink,435,2025-02-12 05:50:00
136,157,14,Fast Food,50,Drink,308,2025-01-30 17:00:00
136,157,14,Fast Food,65,Dessert,313,2025-02-04 18:17:00
136,157,14,Fast Food,194,Side,494,2025-01-20 03:18:00
136,157,14,Fast Food,188,Main,498,2025-03-03 04:28:00
137,101,14,Fast Food,161,Dessert,314,2025-01-16 19:33:00
137,101,14,Fast Food,157,Drink,206,2025-03-07 10:40:00
137,101,14,Fast Food,25,Side,306,2025-02-07 22:42:00
138,121,39,North Indian,52,Drink,275,2025-02-24 00:21:00
138,121,39,North Indian,147,Main,223,2025-03-01 19:17:00
139,170,18,North Indian,144,Drink,224,2025-02-08 00:44:00
139,170,18,North Indian,111,Dessert,269,2025-01-10 14:50:00
140,64,48,North Indian,10,Side,119,2025-03-05 05:15:00
140,64,48,North Indian,192,Dessert,201,2025-01-30 04:02:00
140,64,48,North Indian,192,Dessert,144,2025-02-12 03:10:00
141,69,7,South Indian,123,Main,473,2025-02-11 13:55:00
141,69,7,South Indian,109,Side,181,2025-01-23 23:13:00
141,69,7,South Indian,157,Side,160,2025-01-28 14:51:00
141,69,7,South Indian,149,Dessert,146,2025-03-05 16:18:00
142,192,13,Fast Food,58,Main,341,2025-01-14 03:09:00
142,192,13,Fast Food,194,Dessert,104,2025-03-04 01:34:00
142,192,13,Fast Food,64,Drink,133,2025-01-20 07:47:00
143,36,40,South Indian,101,Main,468,2025-02-19 09:36:00
144,23,22,Fast Food,48,Side,188,2025-01-13 10:35:00
144,23,22,Fast Food,96,Drink,480,2025-01-20 18:43:00
145,175,49,North Indian,196,Dessert,139,2025-02-14 13:36:00
145,175,49,North Indian,83,Dessert,424,2025-01-09 09:50:00
145,175,49,North Indian,154,Drink,211,2025-03-09 17:26:00
146,55,7,North Indian,158,Dessert,145,2025-02-24 09:34:00
146,55,7,North Indian,6,Main,500,2025-01-30 02:28:00
146,55,7,North Indian,3,Dessert,270,2025-02-12 00:42:00
147,97,25,South Indian,22,Dessert,187,2025-03-08 02:34:00
147,97,25,South Indian,120,Drink,456,2025-02-17 11:39:00
147,97,25,South Indian,133,Drink,174,2025-02-08 15:19:00
148,177,8,North Indian,75,Main,390,2025-03-09 09:08:00
148,177,8,North Indian,18,Drink,483,2025-02-24 00:32:00
149,131,1,North Indian,154,Side,404,2025-01-09 08:09:00
149,131,1,North Indian,143,Drink,310,2025-02-20 22:14:00
150,63,1,South Indian,168,Dessert,116,2025-01-21 13:31:00
150,63,1,South Indian,5,Drink,236,2025-03-11 03:18:00
151,195,18,South Indian,29,Drink,323,2025-01-10 21:04:00
151,195,18,South Indian,200,Drink,247,2025-01-15 05:27:00
151,195,18,South Indian,36,Dessert,491,2025-03-02 18:24:00
151,195,18,South Indian,104,Main,214,2025-02-08 11:19:00
152,200,28,South Indian,58,Side,304,2025-01-17 02:47:00
152,200,28,South Indian,91,Main,392,2025-03-10 11:38:00
152,200,28,South Indian,102,Side,325,2025-03-09 07:24:00
153,82,12,North Indian,166,Dessert,319,2025-02-10 01:04:00
153,82,12,North Indian,61,Side,451,2025-02-03 15:53:00
154,166,33,Fast Food,64,Side,227,2025-02-26 22:53:00
154,166,33,Fast Food,14,Drink,331,2025-02-16 05:56:00
155,65,36,Fast Food,147,Side,200,2025-01-04 05:21:00
155,65,36,Fast Food,68,Dessert,267,2025-01-20 09:51:00
156,94,47,North Indian,1,Side,304,2025-02-04 19:43:00
157,120,27,South Indian,75,Drink,118,2025-01-31 17:19:00
158,16,45,South Indian,65,Side,422,2025-03-02 02:46:00
158,16,45,South Indian,18,Side,293,2025-02-06 14:35:00
159,22,23,South Indian,137,Dessert,116,2025-03-01 16:18:00
159,22,23,South Indian,20,Side,278,2025-03-01 22:04:00
159,22,23,South Indian,151,Drink,360,2025-03-02 15:39:00
159,22,23,South Indian,43,Dessert,489,2025-02-26 20:11:00
160,179,4,North Indian,95,Main,160,2025-02-11 09:10:00
160,179,4,North Indian,57,Drink,310,2025-02-14 02:06:00
160,179,4,North Indian,57,Drink,495,2025-02-06 05:11:00
160,179,4,North Indian,196,Dessert,400,2025-02-25 06:01:00
161,115,3,Fast Food,18,Side,186,2025-02-07 12:28:00
161,115,3,Fast Food,172,Side,139,2025-01-29 01:08:00
161,115,3,Fast Food,15,Drink,163,2025-03-07 10:07:00
162,183,3,Fast Food,139,Drink,304,2025-01-13 09:11:00
162,183,3,Fast Food,74,Dessert,384,2025-02-22 07:28:00
163,36,10,North Indian,103,Drink,128,2025-01-25 10:40:00
164,133,34,Fast Food,50,Dessert,410,2025-01-05 06:09:00
164,133,34,Fast Food,50,Dessert,478,2025-03-02 22:47:00
165,21,46,North Indian,70,Drink,203,2025-01-16 02:15:00
165,21,46,North Indian,26,Dessert,282,2025-02-23 13:03:00
165,21,46,North Indian,161,Side,188,2025-03-07 00:23:00
166,85,39,North Indian,54,Dessert,304,2025-02-19 15:21:00
167,158,44,Fast Food,196,Main,216,2025-01-09 01:21:00
167,158,44,Fast Food,192,Side,229,2025-02-07 03:13:00
167,158,44,Fast Food,148,Drink,277,2025-02-07 07:41:00
167,158,44,Fast Food,84,Side,415,2025-02-08 19:07:00
168,162,14,North Indian,186,Dessert,467,2025-01-24 18:15:00
169,1,20,Fast Food,17,Side,269,2025-01-08 12:17:00
169,1,20,Fast Food,172,Drink,484,2025-01-03 20:37:00
169,1,20,Fast Food,78,Dessert,208,2025-01-14 05:17:00
170,58,2,North Indian,108,Drink,333,2025-01-16 09:31:00
171,29,4,South Indian,158,Drink,142,2025-01-11 08:59:00
171,29,4,South Indian,34,Side,413,2025-01-18 22:32:00
172,53,47,Fast Food,34,Main,150,2025-01-06 05:25:00
172,53,47,Fast Food,115,Main,391,2025-03-06 01:02:00
172,53,47,Fast Food,151,Main,118,2025-02-22 23:38:00
173,60,44,Fast Food,198,Dessert,187,2025-01-28 12:45:00
174,133,23,North Indian,142,Main,275,2025-02-24 17:55:00
174,133,23,North Indian,118,Dessert,332,2025-01-18 13:52:00
175,135,9,Fast Food,56,Dessert,432,2025-02-15 13:56:00
175,135,9,Fast Food,72,Drink,401,2025-01-21 08:20:00
176,122,50,North Indian,63,Dessert,195,2025-02-16 20:47:00
176,122,50,North Indian,162,Side,167,2025-03-03 00:25:00
176,122,50,North Indian,182,Side,185,2025-01-22 23:42:00
177,179,13,North Indian,99,Drink,205,2025-02-02 04:41:00
177,179,13,North Indian,168,Drink,358,2025-01-14 12:51:00
177,179,13,North Indian,25,Drink,113,2025-01-19 07:40:00
177,179,13,North Indian,172,Drink,405,2025-02-13 23:12:00
178,173,3,Fast Food,120,Drink,232,2025-02-13 03:14:00
178,173,3,Fast Food,68,Dessert,253,2025-01-15 04:51:00
178,173,3,Fast Food,7,Side,157,2025-02-26 22:17:00
178,173,3,Fast Food,4,Main,468,2025-01-05 14:23:00
179,85,46,North Indian,125,Dessert,311,2025-01-26 04:24:00
179,85,46,North Indian,8,Dessert,142,2025-02-24 13:38:00
180,141,23,North Indian,8,Main,161,2025-02-15 22:54:00
180,141,23,North Indian,56,Main,104,2025-01-09 19:25:00
180,141,23,North Indian,138,Drink,497,2025-02-06 20:29:00
180,141,23,North Indian,143,Main,369,2025-01-09 05:01:00
181,187,50,North Indian,46,Side,300,2025-01-15 20:04:00
181,187,50,North Indian,69,Main,479,2025-03-01 23:28:00
